内容图（想变成什么内容？）,风格图（模仿谁的画风？）,AI生成的作品 ✨,flag,username,timestamp
F:\deepleraning\DL_Project\demo\Style transfer\flagged\内容图想变成什么内容\051c3f55c75dc3f0bb1a24424cb5418de5f4f285\tmpoexilaiu.png,F:\deepleraning\DL_Project\demo\Style transfer\flagged\风格图模仿谁的画风\a0d3fe77c01c2d6833a502f0809f1be6f172f2b2\tmp30ahh592.png,,,,2025-11-30 17:30:47.723085
